,City,Temperature,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
477,Wuwei,40.19,23,0,4.52,37.93,102.64
478,Owak,80.6,69,20,6.93,10.55,123.7
479,Egvekinot,14.09,96,100,5.99,66.32,-179.17
480,Seoul,35.6,64,75,1.12,37.57,126.98
481,Barão de Melgaço,89.6,55,40,8.05,-16.19,-55.97
482,Encheng,67.19,82,100,5.53,22.18,112.3
483,Chornobay,40.73,35,0,5.1,49.67,32.32
484,Tommot,20.21,94,70,4.54,58.96,126.29
485,São João da Barra,87.8,55,20,9.17,-21.64,-41.05
486,Metu,79.97,41,100,2.08,8.3,35.58
487,Taltal,66.47,69,0,7.4,-25.4,-70.48
488,Peçanha,78.17,69,96,4.72,-18.55,-42.56
489,Horsham,54.07,50,20,8.05,51.06,-0.33
490,Moose Factory,21.2,62,75,13.87,51.26,-80.61
491,Birjand,55.4,54,75,2.95,32.87,59.22
492,Alihe,20.03,91,100,3.31,50.57,123.72
493,Euclides da Cunha,87.17,53,99,3.78,-10.51,-39.02
494,Sioux Lookout,27.73,86,90,9.17,50.1,-91.92
495,Blythe,57.42,81,1,3.36,33.61,-114.6
496,Jilib,84.65,68,0,13.47,0.49,42.79
497,Ukiah,35.42,86,90,3.27,39.15,-123.21
498,São João do Piauí,75.11,90,100,4.09,-8.36,-42.25
499,Kuloy,30.47,92,100,13.09,61.03,42.49
500,Syracuse,58.86,67,40,18.34,37.09,15.28
501,Kuminskiy,20.21,83,0,3.65,58.67,66.57
502,Magadan,13.01,73,98,6.31,59.57,150.8
503,Zhezkazgan,37.49,83,100,5.73,47.8,67.71
504,Skibbereen,48.2,81,75,25.28,51.55,-9.27
505,Puerto Escondido,82.4,88,5,5.82,15.85,-97.07
506,Evensk,28.31,88,100,17.22,61.95,159.23
507,Phan Thiet,75.65,76,0,10.4,10.93,108.1
508,Nabire,72.23,99,100,1.34,-3.37,135.48
509,Uribia,85.91,53,55,11.43,11.71,-72.27
510,Sosenskiy,39.2,41,87,8.95,54.06,35.96
511,Zambezi,77.45,81,99,2.39,-13.54,23.1
512,Nalus,78.17,77,0,3.94,6.01,124.59
513,Walvis Bay,68.52,60,32,9.17,-22.96,14.51
514,Nadym,4.55,86,89,17.67,65.53,72.52
515,Wewak,75.11,89,100,6.46,-3.55,143.63
516,Yara,82.31,50,3,13.47,20.28,-76.95
517,Sirte,65.93,62,0,12.62,31.21,16.59
518,Touros,86.0,70,75,11.41,-5.2,-35.46
519,Sisimiut,-9.13,87,71,6.29,66.94,-53.67
520,Sambava,74.57,97,98,2.08,-14.27,50.17
521,Khandyga,-12.55,93,51,0.6,62.67,135.6
522,Vila Franca do Campo,62.6,72,20,8.05,37.72,-25.43
523,Russell,66.78,82,90,8.05,32.35,-85.2
524,Kansanshi,71.87,78,45,3.04,-12.1,26.43
525,Labuan,80.38,88,75,5.82,5.28,115.24
526,Asău,49.12,15,0,14.99,46.43,26.4
527,Khakhea,91.31,19,25,7.07,-24.69,23.49
528,Aksarka,13.19,93,100,18.52,66.56,67.8
529,Chimbote,78.71,64,91,4.34,-9.09,-78.58
530,Namatanai,81.95,81,100,7.52,-3.67,152.43
531,Armidale,48.99,68,33,4.0,-30.52,151.65
532,Kiunga,73.13,98,100,1.3,-6.12,141.29
533,Ndélé,103.19,11,8,4.81,8.41,20.65
534,Dudinka,-18.4,75,9,6.71,69.41,86.18
535,Calama,71.6,26,64,5.82,-22.47,-68.93
536,Ponta Delgada,62.6,72,20,8.05,37.73,-25.67
537,Plouzané,52.72,50,0,8.05,48.38,-4.62
538,Kalmunai,83.21,80,3,14.92,7.42,81.82
539,Teresina,82.4,78,75,5.82,-5.09,-42.8
540,Hofn,42.35,71,32,26.4,64.25,-15.21
541,Natal,86.9,66,75,8.05,-5.79,-35.21
542,Tiznit Province,62.51,58,4,13.18,29.58,-9.5
